id,Totpop16,male16,female16,medage16,white16,black16,BAdeg16,unemp16,medinc16,pct_white,pct_black,pct_BAdeg,pct_unemp,urban_class
66,11670,5518,6152,38.8,3126,8465,840,853,24212,26.7866323907455,72.5364181662382,7.19794344473008,7.30934018851757,Rural
67,24484,12021,12463,43.1,23409,115,2005,999,32830,95.6093775526875,0.469694494363666,8.18902140173174,4.08021565103741,Suburban
68,71518,35678,35840,32.4,16634,175,4290,4608,31615,23.258480382561,0.244693643558265,5.9984898906569,6.44313319723706,Suburban
69,131346,66977,64369,39.7,103085,5465,19884,4776,45505,78.4835472720905,4.1607662205168,15.1386414508245,3.63619752409666,Urban
70,134421,66666,67755,31,82967,1629,23950,5960,48320,61.7217547853386,1.21186421764456,17.8171565454802,4.4338310234264,Urban
71,53597,26633,26964,47.9,41162,233,6004,1859,38504,76.7990745750695,0.434725824206579,11.202119521615,3.46847771330485,Suburban
72,37220,19977,17243,31.6,26827,683,2863,1604,44421,72.0768404083826,1.83503492745836,7.69210102095648,4.30951101558302,Suburban
73,8437,4398,4039,34.8,6514,89,662,408,49692,77.2075382244874,1.05487732606377,7.84639089723836,4.83584212397772,Rural
74,20489,10550,9939,53.9,14306,129,1590,636,35093,69.8228317633852,0.6296061301186,7.7602616037874,3.10410464151496,Suburban
75,3817117,1888465,1928652,34.6,2786781,190519,722479,171229,54385,73.0074818246336,4.9911752770481,18.9273475243227,4.48582005738886,Urban
76,200186,100078,100108,47.6,173878,1882,17764,11525,39383,86.8582218536761,0.940125683114703,8.87374741490414,5.75714585435545,Urban
77,107449,53777,53672,34.7,52972,938,9519,7046,37683,49.2996677493509,0.872972293832423,8.85908663645078,6.55752961870283,Urban
78,980263,481437,498826,37.7,728751,34674,190911,46984,46443,74.3423958672316,3.53721399257138,19.4754877007497,4.79299942974487,Urban
79,375770,197165,178605,35.3,272013,17215,44579,17028,50164,72.3881629720308,4.5812598131836,11.8633738723155,4.53149532958991,Urban
80,47420,22559,24861,35.6,34835,179,5504,2773,37692,73.4605651623788,0.377477857444116,11.6069169126951,5.84774356811472,Suburban
81,211033,103458,107575,49.2,188515,1267,38175,9564,43652,89.3296309108054,0.600380035349922,18.0895878843593,4.53199262674558,Urban
82,195751,98005,97746,33.8,137881,3931,16929,10132,41156,70.4369326338052,2.00816343211529,8.64823168208591,5.17596334118344,Urban
83,19019,9220,9799,40.7,13659,4661,1713,693,39883,71.8176560281824,24.5070718754929,9.00678269099322,3.64372469635628,Rural
84,21853,10598,11255,40.3,15143,5640,1934,957,38069,69.2948336612822,25.8088134352263,8.85004347229213,4.3792614286368,Suburban
85,41513,20023,21490,50.6,40231,67,4873,1581,35209,96.9118107580758,0.161395225591983,11.7384915568617,3.80844554717799,Suburban
86,221339,109124,112215,34.3,182817,2814,39866,5648,53515,82.595927513904,1.27135299246857,18.0112858556332,2.55174189817429,Urban
87,36903,18066,18837,41.4,35624,72,3943,1392,38364,96.5341571145977,0.195106088935859,10.684768176029,3.77205105275994,Suburban
88,11508,5587,5921,40.3,6934,3173,877,373,32321,60.2537365311088,27.572123740007,7.62078554049357,3.24122349669795,Rural
89,5368,2719,2649,43.4,4001,1192,260,197,31425,74.5342771982116,22.2056631892697,4.84351713859911,3.6698956780924,Rural
90,27446,13531,13915,44,24593,103,3174,1073,35558,89.6050426291627,0.37528237265904,11.5645267069883,3.90949500838009,Suburban
91,11800,5793,6007,41.8,4864,6381,1145,516,25188,41.2203389830508,54.0762711864407,9.70338983050847,4.3728813559322,Rural
92,22995,10972,12023,33.5,16518,5413,2904,1258,32393,71.8330071754729,23.5398999782561,12.6288323548598,5.4707545118504,Suburban
93,16083,7871,8212,43.2,15682,56,1118,967,32695,97.5066840763539,0.348193744948082,6.95143940807063,6.01255984579991,Rural
94,25970,12777,13193,46.8,25130,72,3212,1133,39410,96.7654986522911,0.277242972660762,12.368117058144,4.3627262225645,Suburban
95,8689,4287,4402,40.2,7452,1059,838,434,38060,85.7636091610082,12.1878236851191,9.64437794913109,4.99482103809414,Rural
96,24552,11715,12837,37,14696,9059,2927,1360,34895,59.8566308243728,36.8971977842946,11.9216357119583,5.53926360377973,Suburban
97,21273,10533,10740,40.5,17917,2385,2061,854,32625,84.2241338786255,11.2113947257086,9.6883373290086,4.01447844685752,Suburban
98,96443,47077,49366,33.2,78323,12640,14340,4192,41054,81.211700175233,13.1061870742304,14.8688862851633,4.34660887778273,Suburban
99,61948,30571,31377,37.6,55194,725,5368,2146,39981,89.0973074191257,1.17033641118357,8.66533221411507,3.46419577710338,Suburban
100,50902,24166,26736,34.2,23446,26051,4552,3050,36521,46.0610585045774,51.1787356096028,8.94267415818632,5.99190601548073,Suburban
101,17870,8621,9249,39.7,13495,3972,1437,706,39665,75.517627308338,22.2271964185786,8.04141018466704,3.95075545607163,Rural
102,8116,3974,4142,42.7,4476,3400,560,317,30309,55.1503203548546,41.8925579103006,6.89995071463775,3.90586495810744,Rural
103,13008,6103,6905,38.7,6230,6216,1101,823,29504,47.8936039360394,47.7859778597786,8.4640221402214,6.32687576875769,Rural
104,18509,8985,9524,36.9,12739,5144,2451,1069,32087,68.8259765519477,27.7918850289049,13.242206494138,5.77556864228213,Rural
105,113237,55623,57614,31.5,95420,11568,17837,4618,49008,84.2657435290585,10.2157422044032,15.7519185425259,4.07817232883245,Urban
106,18125,8977,9148,39.8,17221,130,1520,857,35918,95.0124137931035,0.717241379310345,8.38620689655173,4.72827586206897,Rural
107,12245,5999,6246,47,11857,40,922,578,35059,96.8313597386688,0.326663944467129,7.52960391996733,4.72029399755002,Rural
108,96024,46614,49410,44.4,82964,7615,13974,4123,38680,86.3992335249521,7.93030908939432,14.5526118470382,4.29371823710739,Suburban
109,17853,8869,8984,39.5,16940,390,2054,658,49063,94.8860135551448,2.18450680557889,11.5050691760488,3.6856550719767,Rural
110,42090,20642,21448,37.9,40578,233,3481,1717,38481,96.4076977904491,0.553575671180803,8.2703730102162,4.07935376574008,Suburban
111,22609,10905,11704,37.7,13431,6646,2182,936,31193,59.4055464637976,29.395373523818,9.65102392852404,4.13994426998098,Suburban
112,32923,16813,16110,40.1,28179,3568,2892,1438,39652,85.590620538833,10.837408498618,8.78413267320718,4.36776721440938,Suburban
113,13789,6656,7133,38.4,9894,2846,1016,525,35236,71.7528464718254,20.6396402929872,7.36819203713105,3.80738269635217,Rural
114,36647,17960,18687,39,33688,722,3264,1429,34374,91.925669222583,1.97014762463503,8.90659535569078,3.89936420443693,Suburban
115,13696,7054,6642,47.3,13118,175,1162,591,31011,95.7797897196262,1.2777453271028,8.48422897196262,4.3151285046729,Rural
116,17997,8930,9067,40.5,14363,3000,1195,762,31692,79.8077457354004,16.6694449074846,6.63999555481469,4.23403900650108,Rural
117,77435,38067,39368,37.4,32507,42639,8852,4579,37561,41.9797249305869,55.0642474333312,11.4315232130174,5.91334667785885,Suburban
118,25540,12659,12881,37.2,22280,364,2581,798,32198,87.2357086922475,1.42521534847298,10.105716523101,3.12451057165231,Suburban
119,7645,3693,3952,43.3,4642,2845,618,446,28633,60.7194244604317,37.2138652714192,8.08371484630477,5.83387835186396,Rural
120,17415,8468,8947,40.9,16952,137,1073,651,32205,97.3413723801321,0.786678151019236,6.16135515360322,3.73815676141258,Rural
121,10424,5806,4618,39.8,4381,5761,456,662,26098,42.0280122793553,55.266692248657,4.37452033768227,6.35072908672295,Rural
122,14134,8501,5633,38,9407,4223,900,584,34107,66.5558228385454,29.8783076269987,6.36762416867129,4.13188057167115,Rural
123,13171,6403,6768,41.2,9948,2519,995,431,39042,75.5295725457444,19.1253511502543,7.55447574216081,3.27234074861438,Rural
124,22353,11198,11155,41.4,20844,297,1774,821,37237,93.2492282915045,1.32868071399812,7.93629490448709,3.67288507135508,Suburban
125,68356,33629,34727,35.3,61353,4075,7854,2590,51499,89.7551056235005,5.96143718181286,11.4898472701738,3.78898706770437,Suburban
126,15717,7881,7836,40.9,14711,28,1146,633,33481,93.5992873958135,0.178151046637399,7.29146783737354,4.0274861614812,Rural
127,16653,8287,8366,50.1,16146,30,1671,670,33497,96.9555035128806,0.180147721131328,10.034228067015,4.02329910526632,Rural
128,43462,21401,22061,37.2,31134,10667,3704,1814,40314,71.6349914868161,24.5432791864157,8.52238737287746,4.17376098660899,Suburban
129,46480,22498,23982,34.9,28653,15817,3478,2527,35651,61.6458691910499,34.0296901893287,7.48278829604131,5.43674698795181,Suburban
130,8149,3895,4254,44.2,4584,3330,726,380,28075,56.2523008958154,40.8639096821696,8.90906859737391,4.66314885261995,Rural
131,9487,4730,4757,46.8,8958,22,742,278,33240,94.423948561189,0.231896279118794,7.82122905027933,2.93032570886476,Rural
132,8997,4409,4588,41.6,5933,2764,689,617,35578,65.94420362343,30.7213515616317,7.65810825830832,6.85784150272313,Rural
133,8330,4206,4124,46,8001,9,747,202,27790,96.0504201680672,0.108043217286915,8.96758703481393,2.4249699879952,Rural
134,26120,12379,13741,42.1,14883,10468,2715,1518,32032,56.97932618683,40.0765696784074,10.3943338437979,5.81163859111792,Suburban
135,10445,5183,5262,41.6,9939,196,707,337,42738,95.1555768310196,1.8764959310675,6.76878889420775,3.22642412637626,Rural
136,21757,10130,11627,36.9,7618,13719,1801,1660,27219,35.0140184768121,63.0555683228386,8.27779565197408,7.62972836328538,Suburban
137,11291,5599,5692,40.2,10163,330,939,515,32087,90.0097422726065,2.92268178195023,8.31635816136746,4.56115490213444,Rural
138,24583,11937,12646,39.8,22089,1775,1468,1534,31743,89.8547776919009,7.22043688727983,5.97160639466298,6.24008461131676,Suburban
139,20662,10163,10499,43.1,19144,65,1674,593,33479,92.6531797502662,0.314587164843674,8.10182944535863,2.87000290388152,Suburban
140,61754,30610,31144,35.1,55273,1784,7722,2066,40948,89.5051332707193,2.88888169187421,12.5044531528322,3.34553227321307,Suburban
141,8715,4314,4401,44.5,7529,1064,629,151,35806,86.3912794033276,12.2088353413655,7.21744119334481,1.73264486517499,Rural
142,382748,183938,198810,36,220051,133858,80590,15866,46102,57.4923970863336,34.9728803285713,21.0556292913353,4.14528619352681,Urban
143,17969,8810,9159,41.9,17339,128,1355,555,32539,96.4939618231399,0.71233791529857,7.54076465023095,3.08865267961489,Rural
144,28258,15393,12865,37.2,12502,14667,2134,1380,30104,44.2423384528275,51.9038856253096,7.55184372567061,4.88357279354519,Suburban
145,107118,52899,54219,38.8,96978,4994,16981,3423,53817,90.5338038424915,4.6621482850688,15.8526111391176,3.19554136559682,Urban
146,11233,5663,5570,39.8,9880,53,763,446,38130,87.9551321997685,0.4718240897356,6.79248642392949,3.97044422683166,Rural
147,8195,4085,4110,46.8,7867,12,653,186,30301,95.9975594874924,0.146430750457596,7.96827333740085,2.26967663209274,Rural
148,125744,61633,64111,36.7,96344,8019,15306,3927,40247,76.6191627433516,6.37724265173686,12.1723501717776,3.12301183356661,Urban
149,17058,8464,8594,33.7,11949,734,894,660,32081,70.0492437565952,4.30296635009966,5.24094266619768,3.86915230390433,Rural
150,17264,8532,8732,47,16582,93,1394,613,30240,96.0495829471733,0.538693234476367,8.07460611677479,3.55074142724745,Rural
151,12394,6128,6266,47.7,11995,11,1166,380,32834,96.7807003388737,0.0887526222365661,9.40777795707601,3.06599967726319,Rural
152,41639,20259,21380,40.1,26276,13721,4535,1615,39349,63.104301256034,32.9522803141286,10.8912317779005,3.87857537404837,Suburban
153,17295,8622,8673,46.6,16598,68,1687,831,33900,95.9699335067939,0.393177218849378,9.75426423821914,4.80485689505638,Rural
154,203065,101486,101579,30.7,162253,6006,34344,7822,41429,79.9020018220767,2.95767365129392,16.9128111688376,3.85196858148869,Urban
155,77076,37802,39274,36,70425,3074,8772,2582,41410,91.3708547407754,3.98827131662255,11.3809746224506,3.34994031864653,Suburban
156,7260,3452,3808,43.3,5075,1994,540,344,28061,69.9035812672176,27.465564738292,7.43801652892562,4.73829201101928,Rural
157,22185,11070,11115,37.8,19226,307,1406,696,38245,86.6621591165202,1.38381789497408,6.3376155059725,3.13725490196078,Suburban
158,1510271,740573,769698,36.6,649122,190451,421610,79870,71516,42.9804982019783,12.6103858181744,27.9161819302628,5.2884548534667,Urban
159,1175,606,569,46.7,881,0,254,62,59931,74.9787234042553,0,21.6170212765957,5.27659574468085,Rural
160,38091,20749,17342,48.2,33149,962,5422,2615,53462,87.0258066209866,2.52553096531989,14.2343335696096,6.86513874668557,Suburban
161,220000,108931,111069,37.2,180096,3415,33788,14647,43339,81.8618181818182,1.55227272727273,15.3581818181818,6.65772727272727,Urban
162,45578,22822,22756,49.2,40522,383,7016,2403,54686,88.9069287814296,0.840317697134583,15.3933915485541,5.27228048619948,Suburban
163,21419,11012,10407,33.5,13854,195,1762,1472,52165,64.6808907978897,0.910406648302909,8.22634109902423,6.87240300667632,Suburban
164,1049025,511526,537499,38.5,614512,97161,272186,54436,78187,58.5793474893353,9.2620290269536,25.9465694335216,5.18919949476895,Urban
165,28610,15907,12703,39.1,21098,993,2727,1291,39626,73.743446347431,3.47081440055925,9.53163229639986,4.51240824886403,Suburban
166,181058,90571,90487,43.6,156793,1409,39550,10131,70117,86.598217145887,0.778203669542357,21.8438290492549,5.59544455367893,Urban
167,930450,464811,465639,30.6,515145,49523,105942,59171,45741,55.3651458971465,5.32247837068085,11.3861034983073,6.35939599118706,Urban
168,28122,14191,13931,35.3,19990,231,2712,1285,42641,71.0831377569163,0.821420951568167,9.6436953275016,4.56937628902639,Suburban
169,134623,67595,67028,37.1,109920,1505,23817,6868,40830,81.6502380722462,1.11793675672062,17.6916277307741,5.1016542492739,Urban
170,174528,89646,84882,31.9,102553,5773,13669,12743,41255,58.7601989365603,3.30777869453612,7.83198111477814,7.30140722405574,Urban
171,18546,9354,9192,45.6,13741,109,2804,699,45000,74.0914482907366,0.5877278119271,15.1191631618678,3.76900679391783,Rural
172,839631,433108,406523,30.7,499766,48921,73168,47548,47727,59.5220995889861,5.82648806439972,8.71430425984748,5.66296384959584,Urban
173,152982,86344,66638,31.1,83027,11014,11421,8797,48761,54.2723980599025,7.19953981514165,7.46558418637487,5.75034971434548,Urban
174,64665,32469,32196,45,52033,1232,7691,4312,38147,80.4654759143277,1.90520374236449,11.8936055052965,6.66821309827573,Suburban
175,34895,22416,12479,37.1,25532,2834,3355,1299,51921,73.1680756555381,8.1215073792807,9.61455795959306,3.7225963605101,Suburban
176,9818605,4839654,4978951,34.8,4936599,856874,1879673,544607,56241,50.278007924751,8.72704421860336,19.1439924510661,5.54668407579285,Urban
177,150865,72682,78183,33,94456,5629,12847,6837,47937,62.6096178702814,3.73115036622146,8.51556026911477,4.53186623802738,Urban
178,252409,124072,128337,44.5,201963,6987,101484,9363,90962,80.0141833294376,2.76812633463941,40.2061733139468,3.70945568501916,Urban
179,18251,9269,8982,49.2,16103,138,2777,1279,52584,88.2307818749658,0.756122952167005,15.2156046244041,7.00783518711303,Rural
180,87841,43983,43858,41.5,67218,622,13051,4909,43721,76.5223528876038,0.708097585410002,14.8575266675015,5.58850650607347,Suburban
181,255793,128737,127056,29.6,148381,9926,18201,18179,43565,58.0082332198301,3.8804814830742,7.11551918934451,7.10691848486862,Urban
182,9686,4878,4808,46.1,8084,82,1326,475,37482,83.4606648771423,0.846582696675614,13.6898616559983,4.90398513318191,Rural
183,14202,7548,6654,37.2,11697,47,2817,940,61868,82.3616392057457,0.330939304323335,19.8352344740177,6.6187860864667,Rural
184,415057,213431,201626,32.9,230717,12785,59862,21905,60143,55.5868230146703,3.08029981424238,14.4225973781914,5.2775883794274,Urban
185,136484,68159,68325,39.7,97525,2668,29034,6416,69571,71.455262155271,1.95480788956947,21.272823188066,4.70091732364233,Urban
186,98764,48835,49929,47.6,90233,389,23843,4981,57382,91.3622372524402,0.393868211089061,24.1413875501195,5.04333562836661,Suburban
187,3010232,1488780,1521452,36.2,1830758,50744,723978,143451,75566,60.8178372962616,1.68571724704275,24.0505715174113,4.76544664995921,Urban
188,348432,170151,178281,40.3,290977,4751,82538,16127,73356,83.510412361666,1.36353721816595,23.6884097901456,4.62844974055196,Urban
189,20007,10003,10004,49.6,17797,192,3439,1605,45358,88.9538661468486,0.959664117558854,17.1889838556505,8.02219223271855,Suburban
190,2189641,1089576,1100065,33.7,1335147,140543,275751,143984,57096,60.9756119838823,6.41854075622442,12.5934342661651,6.57568980485842,Urban
191,1418788,694793,723995,34.8,815151,147058,255620,92296,55846,57.4540382354517,10.3650439671043,18.0167861583267,6.50527069583335,Urban
192,55269,27629,27640,34.3,35181,483,6292,3707,63939,63.6541279921837,0.873907615480649,11.3843203242324,6.70719571550055,Suburban
193,2035210,1011507,1023703,31.7,1153161,181862,225822,131841,54750,56.6605411726554,8.93578549633699,11.0957591599884,6.47800472678495,Urban
194,3095313,1553679,1541634,34.6,1981442,158213,691991,147839,63373,64.014269316221,5.11137322784481,22.3560912902831,4.77622133852053,Urban
195,805235,408462,396773,38.5,390387,48870,324706,39369,73802,48.4811266276305,6.06903574732842,40.3243773556788,4.88913174414922,Urban
196,685306,341230,344076,32.7,349287,51744,74205,50234,53895,50.968034717338,7.550495690976,10.8280096774288,7.33015616381587,Urban
197,269637,137999,131638,39.4,222756,5550,56337,11642,59628,82.6132912026169,2.05832285628456,20.8936459017123,4.31765670141709,Urban
198,718451,353168,365283,39.3,383535,20436,222359,30935,87751,53.3835988814825,2.84445285760616,30.9497794560798,4.305791209143,Urban
199,423895,212786,211109,33.6,295124,8513,82430,19197,62723,69.6219582679673,2.00828035244577,19.4458533363215,4.52871583764847,Urban
200,1781642,893851,887791,36.2,836616,46428,552652,88035,90747,46.957581826203,2.60591072729538,31.0192507810211,4.94122837247887,Urban
201,262382,130913,131469,36.9,190208,2766,63556,12305,66571,72.4927777057878,1.0541881683957,24.2226982033829,4.68972719165187,Urban
202,177223,87130,90093,41.8,153726,1548,23465,10871,44396,86.7415628896926,0.873475790388381,13.2403807632192,6.13407966234631,Urban
203,3240,1646,1594,50.9,3022,6,412,126,42500,93.2716049382716,0.185185185185185,12.716049382716,3.88888888888889,Rural
204,44900,22395,22505,47,38030,571,7432,2848,37948,84.6993318485523,1.271714922049,16.5523385300668,6.34298440979955,Suburban
205,413344,206195,207149,36.9,210751,60750,65922,22548,69006,50.9868293721452,14.6972013625455,15.9484593945963,5.4550205155996,Urban
206,483878,237902,245976,39.9,371412,7610,106203,24660,63565,76.7573644596365,1.57271047660774,21.9483010180252,5.09632593339644,Urban
207,514453,254489,259964,32.9,337342,14721,51107,37836,49866,65.5729483548546,2.86148588889558,9.93424083443969,7.35460770954781,Urban
208,94737,47001,47736,34.5,57749,1919,10940,6564,50510,60.9571761824842,2.02560773509822,11.5477585315136,6.92865511890814,Suburban
209,63463,31610,31853,39.5,51721,406,5498,4055,40307,81.4978806548698,0.639742842286057,8.66331563273088,6.38954981642847,Suburban
210,13786,7113,6673,49.3,12033,59,2029,892,36569,87.2842013637023,0.427970404758451,14.7178296822864,6.47033222109386,Rural
